,card_company,region,type_of_business,amount
5325,f,제주 제주시,기타 주점업,14714.285714285714
5326,b,제주 제주시,한식 음식점업,2571.428571428572
5327,c,제주 제주시,기타 주점업,3857.142857142857
5328,f,제주 제주시,한식 음식점업,2714.285714285714
5329,a,제주 제주시,한식 음식점업,8142.857142857143
5330,e,제주 제주시,한식 음식점업,2571.428571428572
5331,a,제주 제주시,한식 음식점업,571.4285714285714
5332,a,제주 제주시,기타 주점업,16857.14285714286
5333,a,제주 제주시,한식 음식점업,10000.0
5334,d,제주 제주시,기타 주점업,3285.714285714286
5335,c,제주 제주시,한식 음식점업,7714.285714285716
5336,h,제주 제주시,한식 음식점업,2571.428571428572
5337,d,제주 제주시,의복 소매업,267142.8571428572
5338,b,제주 제주시,한식 음식점업,5142.857142857143
5339,a,제주 제주시,한식 음식점업,15714.285714285714
5340,b,제주 제주시,비알코올 음료점업,1714.2857142857142
5341,a,제주 제주시,기타 주점업,3714.285714285714
5342,a,제주 제주시,한식 음식점업,2000.0
5343,f,충북 청주시,시계 및 귀금속 소매업,2000.0
5344,a,충북 청주시,애완용 동물 및 관련용품 소매업,1142.857142857143
5345,b,충북 청주시,시계 및 귀금속 소매업,2857.142857142857
5346,c,충북 청주시,한식 음식점업,6857.142857142857
5347,c,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5348,f,충북 청주시,시계 및 귀금속 소매업,6571.428571428572
5349,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5350,d,충북 청주시,기타 주점업,3428.5714285714284
5351,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5352,c,충북 청주시,애완용 동물 및 관련용품 소매업,714.2857142857142
5353,c,충북 청주시,시계 및 귀금속 소매업,2571.428571428572
5354,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
5355,b,충북 청주시,애완용 동물 및 관련용품 소매업,1142.857142857143
5356,b,충북 청주시,한식 음식점업,5928.571428571428
5357,e,충북 청주시,한식 음식점업,3857.142857142857
5358,f,충북 청주시,기타 주점업,3571.428571428572
5359,a,충북 청주시,한식 음식점업,9142.857142857143
5360,c,충북 청주시,한식 음식점업,8214.285714285714
5361,c,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5362,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5363,e,충북 청주시,기타 주점업,5428.571428571428
5364,h,충북 청주시,애완용 동물 및 관련용품 소매업,5142.857142857143
5365,d,충북 청주시,시계 및 귀금속 소매업,4571.428571428572
5366,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",285.7142857142857
5367,d,충북 청주시,두발 미용업,7314.285714285716
5368,b,충북 청주시,한식 음식점업,5642.857142857143
5369,h,충북 청주시,한식 음식점업,4571.428571428572
5370,a,충북 청주시,한식 음식점업,11285.714285714286
5371,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",357.1428571428572
5372,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",11428.571428571431
5373,b,충북 청주시,시계 및 귀금속 소매업,4000.0
5374,a,충북 청주시,애완용 동물 및 관련용품 소매업,5714.285714285716
5375,g,충북 청주시,두발 미용업,23714.28571428572
5376,g,충북 청주시,한식 음식점업,6928.571428571428
5377,a,충북 청주시,한식 음식점업,3714.285714285714
5378,a,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5379,a,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5380,d,충북 청주시,애완용 동물 및 관련용품 소매업,5000.0
5381,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2142.8571428571427
5382,b,충북 청주시,두발 미용업,6428.571428571428
5383,b,충북 청주시,두발 미용업,1857.142857142857
5384,c,충북 청주시,시계 및 귀금속 소매업,1142.857142857143
5385,d,충북 청주시,시계 및 귀금속 소매업,714.2857142857142
5386,g,충북 청주시,한식 음식점업,5857.142857142857
5387,g,충북 청주시,두발 미용업,4285.714285714285
5388,b,충북 청주시,한식 음식점업,7714.285714285716
5389,b,충북 청주시,기타 주점업,7142.857142857143
5390,c,충북 청주시,한식 음식점업,5285.714285714285
5391,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",828.5714285714287
5392,e,충북 청주시,두발 미용업,8571.42857142857
5393,c,충북 청주시,기타 주점업,10714.285714285714
5394,c,충북 청주시,한식 음식점업,3714.285714285714
5395,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1357.142857142857
5396,d,충북 청주시,두발 미용업,1428.571428571429
5397,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5398,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",285.7142857142857
5399,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5400,g,충북 청주시,두발 미용업,1428.571428571429
5401,b,충북 청주시,한식 음식점업,4571.428571428572
5402,a,충북 청주시,두발 미용업,5714.285714285716
5403,c,충북 청주시,시계 및 귀금속 소매업,1714.2857142857142
5404,c,충북 청주시,한식 음식점업,5285.714285714285
5405,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",214.28571428571428
5406,d,충북 청주시,두발 미용업,1857.142857142857
5407,e,충북 청주시,시계 및 귀금속 소매업,4285.714285714285
5408,b,충북 청주시,기타 주점업,4571.428571428572
5409,c,충북 청주시,한식 음식점업,4000.0
5410,c,충북 청주시,시계 및 귀금속 소매업,2000.0
5411,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5412,b,충북 청주시,시계 및 귀금속 소매업,1142.857142857143
5413,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5414,c,충북 청주시,시계 및 귀금속 소매업,4000.0
5415,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5416,d,충북 청주시,한식 음식점업,5428.571428571428
5417,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5418,a,충북 청주시,애완용 동물 및 관련용품 소매업,10714.285714285714
5419,g,충북 청주시,한식 음식점업,5714.285714285716
5420,c,충북 청주시,한식 음식점업,7000.0
5421,c,충북 청주시,애완용 동물 및 관련용품 소매업,857.1428571428571
5422,c,충북 청주시,한식 음식점업,5571.428571428572
5423,d,충북 청주시,시계 및 귀금속 소매업,714.2857142857142
5424,c,충북 청주시,두발 미용업,1857.142857142857
5425,f,충북 청주시,한식 음식점업,3857.142857142857
5426,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",285.7142857142857
5427,d,충북 청주시,시계 및 귀금속 소매업,1000.0
5428,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1600.0
5429,b,충북 청주시,한식 음식점업,6857.142857142857
5430,e,충북 청주시,두발 미용업,1428.571428571429
5431,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",785.7142857142858
5432,b,충북 청주시,한식 음식점업,3571.428571428572
5433,e,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5434,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1071.428571428571
5435,a,충북 청주시,두발 미용업,2857.142857142857
5436,d,충북 청주시,시계 및 귀금속 소매업,4571.428571428572
5437,c,충북 청주시,애완용 동물 및 관련용품 소매업,2857.142857142857
5438,b,충북 청주시,애완용 동물 및 관련용품 소매업,7857.142857142857
5439,c,충북 청주시,한식 음식점업,4571.428571428572
5440,d,충북 청주시,시계 및 귀금속 소매업,714.2857142857142
5441,a,충북 청주시,한식 음식점업,4428.571428571428
5442,d,충북 청주시,기타 주점업,2857.142857142857
5443,b,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5444,d,충북 청주시,한식 음식점업,8714.285714285714
5445,d,충북 청주시,애완용 동물 및 관련용품 소매업,6428.571428571428
5446,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1428.571428571429
5447,b,충북 청주시,두발 미용업,1428.571428571429
5448,d,충북 청주시,한식 음식점업,7142.857142857143
5449,a,충북 청주시,두발 미용업,4285.714285714285
5450,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2142.8571428571427
5451,d,충북 청주시,한식 음식점업,6142.857142857143
5452,c,충북 청주시,두발 미용업,785.7142857142858
5453,c,충북 청주시,시계 및 귀금속 소매업,1714.2857142857142
5454,g,충북 청주시,시계 및 귀금속 소매업,4285.714285714285
5455,d,충북 청주시,한식 음식점업,4428.571428571428
5456,c,충북 청주시,한식 음식점업,4571.428571428572
5457,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",500.0
5458,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1000.0
5459,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",500.0
5460,a,충북 청주시,한식 음식점업,4714.285714285715
5461,b,충북 청주시,한식 음식점업,5357.142857142857
5462,c,충북 청주시,시계 및 귀금속 소매업,2857.142857142857
5463,b,충북 청주시,한식 음식점업,6928.571428571428
5464,c,충북 청주시,한식 음식점업,7357.142857142857
5465,c,충북 청주시,한식 음식점업,4571.428571428572
5466,d,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5467,f,충북 청주시,기타 주점업,6000.0
5468,d,충북 청주시,두발 미용업,11428.571428571431
5469,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1457.142857142857
5470,g,충북 청주시,기타 주점업,857.1428571428571
5471,d,충북 청주시,시계 및 귀금속 소매업,1000.0
5472,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5473,c,충북 청주시,한식 음식점업,5285.714285714285
5474,b,충북 청주시,애완용 동물 및 관련용품 소매업,3571.428571428572
5475,a,충북 청주시,두발 미용업,2857.142857142857
5476,d,충북 청주시,시계 및 귀금속 소매업,1000.0
5477,c,충북 청주시,두발 미용업,5714.285714285716
5478,b,충북 청주시,한식 음식점업,3857.142857142857
5479,f,충북 청주시,애완용 동물 및 관련용품 소매업,2000.0
5480,d,충북 청주시,시계 및 귀금속 소매업,2000.0
5481,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5482,a,충북 청주시,한식 음식점업,6000.0
5483,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1428.571428571429
5484,a,충북 청주시,두발 미용업,10000.0
5485,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5486,c,충북 청주시,애완용 동물 및 관련용품 소매업,428.57142857142856
5487,e,충북 청주시,기타 주점업,4285.714285714285
5488,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",885.7142857142858
5489,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1428.571428571429
5490,c,충북 청주시,한식 음식점업,7000.0
5491,c,충북 청주시,시계 및 귀금속 소매업,3428.5714285714284
5492,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",785.7142857142858
5493,f,충북 청주시,애완용 동물 및 관련용품 소매업,4285.714285714285
5494,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1642.857142857143
5495,f,충북 청주시,한식 음식점업,5714.285714285716
5496,b,충북 청주시,시계 및 귀금속 소매업,2000.0
5497,a,충북 청주시,한식 음식점업,6071.428571428572
5498,a,충북 청주시,한식 음식점업,3857.142857142857
5499,g,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5500,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",214.28571428571428
5501,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1142.857142857143
5502,b,충북 청주시,기타 주점업,6571.428571428572
5503,a,충북 청주시,두발 미용업,8571.42857142857
5504,e,충북 청주시,시계 및 귀금속 소매업,1428.571428571429
5505,g,충북 청주시,한식 음식점업,8000.0
5506,a,충북 청주시,두발 미용업,6600.0
5507,c,충북 청주시,애완용 동물 및 관련용품 소매업,6428.571428571428
5508,e,충북 청주시,한식 음식점업,7214.285714285716
5509,h,충북 청주시,애완용 동물 및 관련용품 소매업,17142.85714285714
5510,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5511,c,충북 청주시,한식 음식점업,15500.0
5512,c,충북 청주시,한식 음식점업,10000.0
5513,b,충북 청주시,시계 및 귀금속 소매업,2571.428571428572
5514,c,충북 청주시,기타 주점업,7714.285714285716
5515,d,충북 청주시,애완용 동물 및 관련용품 소매업,1928.571428571429
5516,b,충북 청주시,시계 및 귀금속 소매업,1000.0
5517,c,충북 청주시,시계 및 귀금속 소매업,4571.428571428572
5518,c,충북 청주시,한식 음식점업,8357.142857142857
5519,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5520,b,충북 청주시,시계 및 귀금속 소매업,1000.0
5521,c,충북 청주시,한식 음식점업,4571.428571428572
5522,d,충북 청주시,기타 주점업,8142.857142857143
5523,g,충북 청주시,기타 주점업,4428.571428571428
5524,c,충북 청주시,시계 및 귀금속 소매업,714.2857142857142
5525,d,충북 청주시,시계 및 귀금속 소매업,2000.0
5526,a,충북 청주시,한식 음식점업,5000.0
5527,d,충북 청주시,한식 음식점업,6000.0
5528,b,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5529,d,충북 청주시,한식 음식점업,4571.428571428572
5530,h,충북 청주시,기타 주점업,5714.285714285716
5531,d,충북 청주시,시계 및 귀금속 소매업,1714.2857142857142
5532,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5533,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5534,b,충북 청주시,시계 및 귀금속 소매업,4142.857142857143
5535,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",357.1428571428572
5536,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1900.0
5537,a,충북 청주시,한식 음식점업,5571.428571428572
5538,f,충북 청주시,애완용 동물 및 관련용품 소매업,428.57142857142856
5539,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",285.7142857142857
5540,c,충북 청주시,한식 음식점업,6571.428571428572
5541,c,충북 청주시,두발 미용업,1428.571428571429
5542,c,충북 청주시,애완용 동물 및 관련용품 소매업,5000.0
5543,b,충북 청주시,한식 음식점업,7142.857142857143
5544,e,충북 청주시,두발 미용업,6428.571428571428
5545,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1000.0
5546,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5547,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3571.428571428572
5548,c,충북 청주시,애완용 동물 및 관련용품 소매업,428.57142857142856
5549,a,충북 청주시,두발 미용업,1714.2857142857142
5550,c,충북 청주시,두발 미용업,11428.571428571431
5551,d,충북 청주시,시계 및 귀금속 소매업,3428.5714285714284
5552,g,충북 청주시,한식 음식점업,5142.857142857143
5553,c,충북 청주시,시계 및 귀금속 소매업,1142.857142857143
5554,c,충북 청주시,한식 음식점업,5285.714285714285
5555,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5556,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3571.428571428572
5557,b,충북 청주시,두발 미용업,1714.2857142857142
5558,c,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5559,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1428.571428571429
5560,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1785.7142857142858
5561,c,충북 청주시,한식 음식점업,5857.142857142857
5562,d,충북 청주시,애완용 동물 및 관련용품 소매업,12142.857142857143
5563,d,충북 청주시,두발 미용업,2857.142857142857
5564,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2728.5714285714284
5565,c,충북 청주시,한식 음식점업,3857.142857142857
5566,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",485.71428571428567
5567,g,충북 청주시,한식 음식점업,3857.142857142857
5568,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",36428.57142857143
5569,d,충북 청주시,한식 음식점업,4142.857142857143
5570,a,충북 청주시,애완용 동물 및 관련용품 소매업,3000.0
5571,d,충북 청주시,한식 음식점업,5571.428571428572
5572,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5573,a,충북 청주시,한식 음식점업,-10857.142857142857
5574,a,충북 청주시,기타 주점업,7142.857142857143
5575,a,충북 청주시,기타 주점업,4571.428571428572
5576,e,충북 청주시,한식 음식점업,6714.285714285716
5577,c,충북 청주시,한식 음식점업,4571.428571428572
5578,a,충북 청주시,시계 및 귀금속 소매업,1000.0
5579,b,충북 청주시,시계 및 귀금속 소매업,1000.0
5580,a,충북 청주시,두발 미용업,4285.714285714285
5581,a,충북 청주시,애완용 동물 및 관련용품 소매업,5428.571428571428
5582,a,충북 청주시,시계 및 귀금속 소매업,4285.714285714285
5583,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",285.7142857142857
5584,c,충북 청주시,한식 음식점업,4142.857142857143
5585,e,충북 청주시,한식 음식점업,5285.714285714285
5586,b,충북 청주시,두발 미용업,1714.2857142857142
5587,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",771.4285714285713
5588,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",357.1428571428572
5589,f,충북 청주시,두발 미용업,2857.142857142857
5590,a,충북 청주시,시계 및 귀금속 소매업,1000.0
5591,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
5592,d,충북 청주시,애완용 동물 및 관련용품 소매업,5714.285714285716
5593,c,충북 청주시,두발 미용업,10000.0
5594,c,충북 청주시,두발 미용업,1428.571428571429
5595,g,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1642.857142857143
5596,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1500.0
5597,c,충북 청주시,시계 및 귀금속 소매업,5142.857142857143
5598,a,충북 청주시,애완용 동물 및 관련용품 소매업,7428.571428571428
5599,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5600,a,충북 청주시,애완용 동물 및 관련용품 소매업,19285.714285714286
5601,e,충북 청주시,한식 음식점업,-7142.857142857143
5602,c,충북 청주시,한식 음식점업,6857.142857142857
5603,a,충북 청주시,애완용 동물 및 관련용품 소매업,4285.714285714285
5604,c,충북 청주시,시계 및 귀금속 소매업,2571.428571428572
5605,c,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5606,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1357.142857142857
5607,c,충북 청주시,한식 음식점업,5285.714285714285
5608,c,충북 청주시,애완용 동물 및 관련용품 소매업,7142.857142857143
5609,c,충북 청주시,애완용 동물 및 관련용품 소매업,1000.0
5610,h,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5611,a,충북 청주시,기타 주점업,6285.714285714284
5612,b,충북 청주시,한식 음식점업,4285.714285714285
5613,h,충북 청주시,한식 음식점업,6000.0
5614,c,충북 청주시,시계 및 귀금속 소매업,5714.285714285716
5615,c,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5616,e,충북 청주시,애완용 동물 및 관련용품 소매업,5714.285714285716
5617,f,충북 청주시,애완용 동물 및 관련용품 소매업,3428.5714285714284
5618,d,충북 청주시,한식 음식점업,4142.857142857143
5619,a,충북 청주시,애완용 동물 및 관련용품 소매업,8857.142857142857
5620,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
5621,a,충북 청주시,기타 주점업,3285.714285714286
5622,g,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5623,a,충북 청주시,애완용 동물 및 관련용품 소매업,5714.285714285716
5624,d,충북 청주시,애완용 동물 및 관련용품 소매업,3571.428571428572
5625,f,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5626,e,충북 청주시,시계 및 귀금속 소매업,7428.571428571428
5627,a,충북 청주시,한식 음식점업,7142.857142857143
5628,a,충북 청주시,한식 음식점업,4428.571428571428
5629,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1071.428571428571
5630,c,충북 청주시,두발 미용업,1285.7142857142858
5631,b,충북 청주시,한식 음식점업,4714.285714285715
5632,c,충북 청주시,한식 음식점업,8714.285714285714
5633,d,충북 청주시,시계 및 귀금속 소매업,2142.8571428571427
5634,g,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5635,b,충북 청주시,애완용 동물 및 관련용품 소매업,1285.7142857142858
5636,a,충북 청주시,한식 음식점업,3571.428571428572
5637,f,충북 청주시,두발 미용업,22857.142857142862
5638,c,충북 청주시,한식 음식점업,5428.571428571428
5639,c,충북 청주시,두발 미용업,8571.42857142857
5640,d,충북 청주시,두발 미용업,1428.571428571429
5641,c,충북 청주시,한식 음식점업,6214.285714285716
5642,e,충북 청주시,시계 및 귀금속 소매업,6571.428571428572
5643,a,충북 청주시,한식 음식점업,6714.285714285716
5644,e,충북 청주시,한식 음식점업,5714.285714285716
5645,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4428.571428571428
5646,e,충북 청주시,시계 및 귀금속 소매업,1000.0
5647,d,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5648,b,충북 청주시,시계 및 귀금속 소매업,4000.0
5649,b,충북 청주시,시계 및 귀금속 소매업,3428.5714285714284
5650,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",500.0
5651,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2000.0
5652,a,충북 청주시,시계 및 귀금속 소매업,428.57142857142856
5653,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1000.0
5654,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",357.1428571428572
5655,d,충북 청주시,두발 미용업,7142.857142857143
5656,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1485.7142857142858
5657,f,충북 청주시,한식 음식점업,15571.428571428569
5658,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5659,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1928.571428571429
5660,c,충북 청주시,두발 미용업,8571.42857142857
5661,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1000.0
5662,a,충북 청주시,애완용 동물 및 관련용품 소매업,2285.714285714286
5663,d,충북 청주시,한식 음식점업,5571.428571428572
5664,a,충북 청주시,한식 음식점업,14142.857142857143
5665,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1428.571428571429
5666,b,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5667,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1928.571428571429
5668,c,충북 청주시,한식 음식점업,8357.142857142857
5669,d,충북 청주시,두발 미용업,1428.571428571429
5670,e,충북 청주시,애완용 동물 및 관련용품 소매업,4857.142857142857
5671,b,충북 청주시,한식 음식점업,3571.428571428572
5672,b,충북 청주시,한식 음식점업,5285.714285714285
5673,h,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4000.0
5674,c,충북 청주시,애완용 동물 및 관련용품 소매업,4285.714285714285
5675,f,충북 청주시,한식 음식점업,6428.571428571428
5676,c,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5677,c,충북 청주시,한식 음식점업,7142.857142857143
5678,f,충북 청주시,한식 음식점업,4571.428571428572
5679,c,충북 청주시,두발 미용업,1428.571428571429
5680,h,충북 청주시,한식 음식점업,7142.857142857143
5681,b,충북 청주시,기타 주점업,1857.142857142857
5682,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",7142.857142857143
5683,b,충북 청주시,두발 미용업,1857.142857142857
5684,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5685,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",500.0
5686,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5687,e,충북 청주시,애완용 동물 및 관련용품 소매업,4285.714285714285
5688,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",785.7142857142858
5689,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5690,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5691,e,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
5692,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",571.4285714285714
5693,e,충북 청주시,시계 및 귀금속 소매업,1000.0
5694,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1000.0
5695,f,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",785.7142857142858
5696,c,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5697,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2000.0
5698,c,충북 청주시,시계 및 귀금속 소매업,1142.857142857143
5699,c,충북 청주시,애완용 동물 및 관련용품 소매업,21428.571428571428
5700,c,충북 청주시,두발 미용업,1428.571428571429
5701,d,충북 청주시,시계 및 귀금속 소매업,3428.5714285714284
5702,d,충북 청주시,시계 및 귀금속 소매업,2000.0
5703,f,충북 청주시,애완용 동물 및 관련용품 소매업,8857.142857142857
5704,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",-1114.2857142857142
5705,a,충북 청주시,기타 주점업,6000.0
5706,d,충북 청주시,한식 음식점업,7000.0
5707,c,충북 청주시,한식 음식점업,8285.714285714286
5708,d,충북 청주시,시계 및 귀금속 소매업,4571.428571428572
5709,c,충북 청주시,시계 및 귀금속 소매업,2000.0
5710,b,충북 청주시,한식 음식점업,5857.142857142857
5711,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5712,a,충북 청주시,애완용 동물 및 관련용품 소매업,8571.42857142857
5713,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1357.142857142857
5714,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",857.1428571428571
5715,a,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5716,c,충북 청주시,애완용 동물 및 관련용품 소매업,21428.571428571428
5717,e,충북 청주시,애완용 동물 및 관련용품 소매업,4285.714285714285
5718,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",714.2857142857142
5719,e,충북 청주시,두발 미용업,4285.714285714285
5720,d,충북 청주시,시계 및 귀금속 소매업,2285.714285714286
5721,b,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",428.57142857142856
5722,c,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",357.1428571428572
5723,c,충북 청주시,시계 및 귀금속 소매업,1142.857142857143
5724,b,충북 청주시,시계 및 귀금속 소매업,857.1428571428571
5725,a,충북 청주시,기타 주점업,5142.857142857143
5726,c,충북 청주시,시계 및 귀금속 소매업,2000.0
5727,d,충북 청주시,한식 음식점업,13785.714285714286
5728,a,충북 청주시,한식 음식점업,4571.428571428572
5729,d,충북 청주시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1071.428571428571
